	p_1_nl	p_1_fol	p_2_nl	p_2_fol	h_nl	h_fol	label	exception
3931	A shirtless man is posing with a girl who is hiking in a park	all x.all y.all z. (ShirtlessMan(x) & Girl(y) & Park(z) -> PosingWith(x, y, z))			A man without a shirt is posing with the arms spread near a woman	all x.all y. (Man(x) & Woman(y) & not HasShirt(x) & ArmsSpread(x) & Near(x, y) -> Posing(x, y))	e	[WinError 193] %1 is not a valid Win32 application
3932	A man without a shirt is posing with the arms spread next to a woman	all x.all y. (Man(x) & Woman(y) & not HasShirt(x) & ArmsSpread(x) -> PosingNextTo(x, y))			A shirtless woman is posing with a girl who is hiking in a park	all x.all y.all z. (ShirtlessWoman(x) & Girl(y) & Park(z) -> PosingWith(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3933	Two white puppies are playing near a pool	exists x. exists y. exists z. (WhitePuppy(x) & WhitePuppy(y) & Pool(z) & PlayingNear(x, y, z))			Two white puppies are playing near water	exists x. exists y. (WhitePuppy(x) & WhitePuppy(y) & PlayingNearWater(x) & PlayingNearWater(y))	e	[WinError 193] %1 is not a valid Win32 application
3934	Two white dogs are running together	exists x. exists y. (Dog(x) & Dog(y) & White(x) & White(y) & RunningTogether(x, y))			Two black puppies are playing near a pool	exists x. exists y. exists z. (BlackPuppy(x) & BlackPuppy(y) & Pool(z) & PlayingNear(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3935	A group of people are not standing around a sound mixing table	not exists x. (Group(x) & People(x) & StandingAround(x, soundMixingTable))			A group of people are standing around a sound mixing table	exists x.exists y.exists z. (Group(x) & Person(y) & SoundMixingTable(z) & StandingAround(y, z))	c	[WinError 193] %1 is not a valid Win32 application
3936	A group of people are standing around a sound mixing table	exists x.exists y.exists z. (Group(x) & Person(y) & SoundMixingTable(z) & StandingAround(y, z))			A group of people are not looking at sound equipment	all x. (GroupOfPeople(x) -> not LookingAtSoundEquipment(x))	n	[WinError 193] %1 is not a valid Win32 application
3937	A young couple is sleeping in bed	exists x. exists y. (YoungCouple(x) & YoungCouple(y) & SleepingInBed(x, y))			A young couple is lying on a bed together	all x.all y. (YoungCouple(x) & YoungCouple(y) -> LyingOnBedTogether(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3938	A young couple is lying on a bed together	all x.all y. (YoungCouple(x) & YoungCouple(y) -> LyingOnBedTogether(x, y))			A young couple is not lying in bed	all x. (YoungCouple(x) -> not LyingInBed(x))	c	[WinError 193] %1 is not a valid Win32 application
3939	Three men are walking across a rope and wood bridge over a river	exists x. exists y. exists z. (Man(x) & Man(y) & Man(z) & WalkingAcrossRopeBridge(x) & WalkingAcrossWoodBridge(y) & WalkingAcrossRiver(z))			Three people are walking across a rope and wood bridge over a river	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & WalkingAcross(x, ropeBridge) & WalkingAcross(y, woodBridge) & WalkingAcross(z, river))	e	[WinError 193] %1 is not a valid Win32 application
3940	Three people are walking across a rope and wood bridge over a river	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & WalkingAcross(x, ropeBridge) & WalkingAcross(y, woodBridge) & WalkingAcross(z, river))			Three people are walking across a rope and steel bridge over a river	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & WalkingAcrossRopeBridge(x) & WalkingAcrossSteelBridge(y) & WalkingAcrossRiver(z))	n	[WinError 193] %1 is not a valid Win32 application
3941	People are crossing a rope bridge over a rocky stream	all x. all y. all z. (Person(x) & RopeBridge(y) & RockyStream(z) -> Crossing(x, y, z))			People are walking across a rope bridge over a rocky stream	all x. all y. all z. (Person(x) & RopeBridge(y) & RockyStream(z) -> WalkingAcross(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
3942	Three people are walking across a rope and wood bridge over a river	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & WalkingAcross(x, ropeBridge) & WalkingAcross(y, woodBridge) & WalkingAcross(z, river))			People are not walking across a rope bridge over a rocky stream	not exists x. (Person(x) & WalkingAcrossRopeBridge(x) & OverRockyStream(x))	n	[WinError 193] %1 is not a valid Win32 application
3943	Three people are walking across a rope and steel bridge over a river	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & WalkingAcrossRopeBridge(x) & WalkingAcrossSteelBridge(y) & WalkingAcrossRiver(z))			People are walking across a rope bridge over a rocky stream	all x. all y. all z. (Person(x) & RopeBridge(y) & RockyStream(z) -> WalkingAcross(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
3944	People are walking across a rope bridge over a rocky stream	all x. all y. all z. (Person(x) & RopeBridge(y) & RockyStream(z) -> WalkingAcross(x, y, z))			Three people are walking across a rope and wood bridge over a river	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & WalkingAcross(x, ropeBridge) & WalkingAcross(y, woodBridge) & WalkingAcross(z, river))	n	[WinError 193] %1 is not a valid Win32 application
3945	Four people are walking on a bridge over a river	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & WalkingOnBridge(x, y, z, w) & OverRiver(x, y, z, w))			Four people are walking on a bridge over a body of water	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & WalkingOnBridge(x, y, z, w) & OverBodyOfWater(x, y, z, w))	e	[WinError 193] %1 is not a valid Win32 application
3946	Four people are walking on a bridge over a body of water	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & WalkingOnBridge(x, y, z, w) & OverBodyOfWater(x, y, z, w))			Four people are sitting on a bridge over a body of water	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & Bridge(x, y, z, w) & OverWater(x, y, z, w))	n	[WinError 193] %1 is not a valid Win32 application
3947	Several people are walking in line across a bridge	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & WalkingInLine(x, y, z, Bridge))			Several people are not walking in line across a bridge	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & Bridge(b) & not WalkingInLine(x, y, z, b))	c	[WinError 193] %1 is not a valid Win32 application
3948	Four people are walking on a bridge over a river	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & WalkingOnBridge(x, y, z, w) & OverRiver(x, y, z, w))			Several people are walking in line across a bridge	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & WalkingInLine(x, y, z, Bridge))	n	[WinError 193] %1 is not a valid Win32 application
3949	Four people are sitting on a bridge over a body of water	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & Bridge(x, y, z, w) & OverWater(x, y, z, w))			Several people are walking in line across a bridge	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & WalkingInLine(x, y, z, Bridge))	n	[WinError 193] %1 is not a valid Win32 application
3950	A young boy is jumping into water	exists x. (YoungBoy(x) & JumpingIntoWater(x))			A young kid is jumping into water	exists x. (YoungKid(x) & JumpingIntoWater(x))	e	[WinError 193] %1 is not a valid Win32 application
3951	A young boy is jumping out of the water	exists x. (YoungBoy(x) & JumpingOutOfWater(x))			A young boy is jumping into water	exists x. (YoungBoy(x) & JumpingIntoWater(x))	c	[WinError 193] %1 is not a valid Win32 application
3952	A young boy is jumping out of the water	exists x. (YoungBoy(x) & JumpingOutOfWater(x))			A child is wearing a yellow jacket and is jumping down from a rock	exists x. (Child(x) & WearingYellowJacket(x) & JumpingDownFromRock(x))	n	[WinError 193] %1 is not a valid Win32 application
3953	A child is wearing a yellow jacket and is jumping down from a rock	exists x. (Child(x) & WearingYellowJacket(x) & JumpingDownFromRock(x))			A young boy is jumping into water	exists x. (YoungBoy(x) & JumpingIntoWater(x))	n	[WinError 193] %1 is not a valid Win32 application
3954	The young child is riding a three wheeled scooter down the sidewalk	all x.all y. (YoungChild(x) & ThreeWheeledScooter(y) & Riding(x, y) -> DownSidewalk(x, y))			A young child is riding a three wheeled scooter down the sidewalk	all x.all y. (YoungChild(x) & ThreeWheeledScooter(y) -> Riding(x, y))	e	[WinError 193] %1 is not a valid Win32 application
3955	No young child is riding a three wheeled scooter down the sidewalk	not exists x. (YoungChild(x) & RidingThreeWheeledScooter(x) & DownSidewalk(x))			A toddler is riding a plastic scooter toy	exists x. exists y. (Toddler(x) & PlasticScooterToy(y) & Riding(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3956	Three men are sitting on a mountainside and looking at the view with a pair of binoculars	exists x. exists y. exists z. (Man(x) & Man(y) & Man(z) & SittingOnMountainside(x, y, z) & LookingAtView(x, y, z) & UsingBinoculars(x, y, z))			Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars	exists x.exists y.exists z. (Hiker(x) & Hiker(y) & Hiker(z) & SittingOnMountainside(x) & SittingOnMountainside(y) & SittingOnMountainside(z) & LookingAtViewWithBinoculars(x))	e	[WinError 193] %1 is not a valid Win32 application
3957	Three men are lying on a hill and looking at the mountains and sky	exists x.exists y.exists z. (Man(x) & Man(y) & Man(z) & LyingOnHill(x) & LyingOnHill(y) & LyingOnHill(z) & LookingAtMountains(x) & LookingAtMountains(y) & LookingAtSky(z))			Three men are sitting on a hill and looking at the mountains and sky	exists x.exists y.exists z. (Man(x) & Man(y) & Man(z) & SittingOnHill(x) & SittingOnHill(y) & SittingOnHill(z) & LookingAtMountains(x) & LookingAtMountains(y) & LookingAtMountains(z) & LookingAtSky(x) & LookingAtSky(y) & LookingAtSky(z))	n	[WinError 193] %1 is not a valid Win32 application
3958	Three men are lying on a hill and looking at the mountains and sky	exists x.exists y.exists z. (Man(x) & Man(y) & Man(z) & LyingOnHill(x) & LyingOnHill(y) & LyingOnHill(z) & LookingAtMountains(x) & LookingAtMountains(y) & LookingAtSky(z))			Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars	exists x.exists y.exists z. (Hiker(x) & Hiker(y) & Hiker(z) & SittingOnMountainside(x) & SittingOnMountainside(y) & SittingOnMountainside(z) & LookingAtViewWithBinoculars(x))	n	[WinError 193] %1 is not a valid Win32 application
3959	Three men are sitting on a mountainside and looking at the view with a pair of binoculars	exists x. exists y. exists z. (Man(x) & Man(y) & Man(z) & SittingOnMountainside(x, y, z) & LookingAtView(x, y, z) & UsingBinoculars(x, y, z))			Three men are sitting on a hill and looking at the mountains and sky	exists x.exists y.exists z. (Man(x) & Man(y) & Man(z) & SittingOnHill(x) & SittingOnHill(y) & SittingOnHill(z) & LookingAtMountains(x) & LookingAtMountains(y) & LookingAtMountains(z) & LookingAtSky(x) & LookingAtSky(y) & LookingAtSky(z))	n	[WinError 193] %1 is not a valid Win32 application
3960	Three hikers are standing on a mountainside and looking at the view with a pair of binoculars	exists x. exists y. exists z. (Hiker(x) & Hiker(y) & Hiker(z) & Mountainside(m) & StandingOn(x, y, z, m) & LookingAtViewWithBinoculars(x, y, z))			Three men are sitting on a hill and looking at the mountains and sky	exists x.exists y.exists z. (Man(x) & Man(y) & Man(z) & SittingOnHill(x) & SittingOnHill(y) & SittingOnHill(z) & LookingAtMountains(x) & LookingAtMountains(y) & LookingAtMountains(z) & LookingAtSky(x) & LookingAtSky(y) & LookingAtSky(z))	n	[WinError 193] %1 is not a valid Win32 application
3961	A girl is skipping rope in a park	exists x. exists y. exists z. (Girl(x) & Rope(y) & Park(z) & Skip(x, y, z))			A girl is skipping rope on a sidewalk	exists x. exists y. exists z. (Girl(x) & Rope(y) & Sidewalk(z) & Skip(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3962	A young girl is jumping rope on a sidewalk near a parking garage	exists x. exists y. exists z. (YoungGirl(x) & JumpingRope(x) & Sidewalk(y) & ParkingGarage(z) & Near(x, y) & Near(x, z))			A girl is skipping rope on a sidewalk	exists x. exists y. exists z. (Girl(x) & Rope(y) & Sidewalk(z) & Skip(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
3963	A girl is skipping rope on a sidewalk	exists x. exists y. exists z. (Girl(x) & Rope(y) & Sidewalk(z) & Skip(x, y, z))			A boy is jumping rope on a sidewalk near a parking garage	exists x. exists y. exists z. (Boy(x) & JumpingRope(x) & Sidewalk(y) & ParkingGarage(z) & Near(y, z))	n	[WinError 193] %1 is not a valid Win32 application
3964	A girl is jumping rope on a sidewalk near a parking garage	exists x. exists y. exists z. (Girl(x) & JumpingRope(x) & Sidewalk(y) & ParkingGarage(z) & Near(x, y) & Near(x, z))			A girl is skipping rope on a sidewalk	exists x. exists y. exists z. (Girl(x) & Rope(y) & Sidewalk(z) & Skip(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
3965	People are clustered around a bonfire at night	all x. all y. (Person(x) & Bonfire(y) & Night(z) -> ClusteredAround(x, y, z))			People are clustered around a bonfire at morning	all x. all y. (Person(x) & Bonfire(y) & Morning(z) -> ClusteredAround(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3966	No people is sitting around a fire at night	not exists x. (Person(x) & SittingAroundFire(x) & Night(x))			People are clustered around a bonfire at night	all x. all y. (Person(x) & Bonfire(y) & Night(z) -> ClusteredAround(x, y, z))	c	[WinError 193] %1 is not a valid Win32 application
3967	People are sitting around a bonfire at night	all x. (Person(x) -> SittingAroundBonfire(x))			Several people are sitting around a fire at night	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & Fire(f) & SittingAround(x, y, z, f) & Night(n))	e	[WinError 193] %1 is not a valid Win32 application
3968	A white dog is standing in a lake	exists x. (WhiteDog(x) & StandingInLake(x))			A brown dog is standing in a lake	exists x. (Dog(x) & Brown(x) & StandingIn(x, lake))	n	[WinError 193] %1 is not a valid Win32 application
3969	Two dogs are running through the park	exists x. exists y. (Dog(x) & Dog(y) & Running(x) & Running(y) & Park(z) & In(x, z) & In(y, z))			Two animals are running through the park	exists x. exists y. (Animal(x) & Animal(y) & RunningThroughPark(x) & RunningThroughPark(y))	e	[WinError 193] %1 is not a valid Win32 application
3970	Two dogs are running through the beach	exists x. exists y. (Dog(x) & Dog(y) & RunningThroughBeach(x) & RunningThroughBeach(y))			Two dogs are running through the park	exists x. exists y. (Dog(x) & Dog(y) & Running(x) & Running(y) & Park(z) & In(x, z) & In(y, z))	n	[WinError 193] %1 is not a valid Win32 application
3971	Two dogs are running quickly through the park	exists x. exists y. (Dog(x) & Dog(y) & RunningQuickly(x) & RunningQuickly(y) & Park(z) & In(x, z) & In(y, z))			Two dogs are running quickly through a park	exists x. exists y. (Dog(x) & Dog(y) & RunningQuickly(x) & RunningQuickly(y) & Park(z) & In(x, z) & In(y, z))	e	[WinError 193] %1 is not a valid Win32 application
3972	Two dogs are walking slowly through a park	exists x. exists y. (Dog(x) & Dog(y) & Walking(x) & Walking(y) & Slowly(x) & Slowly(y) & Park(z) & Through(x, z) & Through(y, z))			Two dogs are running quickly through a park	exists x. exists y. (Dog(x) & Dog(y) & RunningQuickly(x) & RunningQuickly(y) & Park(z) & In(x, z) & In(y, z))	n	[WinError 193] %1 is not a valid Win32 application
